age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan
27,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,48190,64654.0,15,No
49,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,46.0,<=50 Galleons,81630,89673.0,26,Yes
33,Specialism in a magical field,Divorced,Magical Transportation,Half-blood,Female,,<=50 Galleons,16304,36747.2,17,No
17,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,35.0,<=50 Galleons,45639,51660.200000000004,14,No
21,Specialism in a magical field,Never-married,Hogwarts Professor,Veiled Heritage,Male,40.0,<=50 Galleons,49473,56182.4,22,No
42,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,50636,56835.8,18,Yes
36,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,,<=50 Galleons,65029,72182.20000000001,26,No
58,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,,>50 Galleons,70323,76632.4,33,No
63,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,79946,83419.8,43,No
26,Specialism in a magical field,Never-married,Hogwarts Professor,Muggle born,Male,16.0,<=50 Galleons,74549,87252.20000000001,23,No
36,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,30375,46355.0,36,Yes
32,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,45.0,>50 Galleons,70596,78091.8,33,Yes
43,Hogwarts Graduate,Married,Ministry of Magic Official,Pureblood,Non-binary,,<=50 Galleons,59536,72747.8,24,Yes
40,Hogwarts Graduate,Divorced,Other,Half-blood,Male,45.0,<=50 Galleons,51544,63994.200000000004,22,No
27,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,50.0,<=50 Galleons,36843,57117.4,27,Yes
25,Aurors Specialism,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,27090,43091.0,21,Yes
24,Hogwarts Graduate,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,4873,28986.4,16,No
31,Dropout,Married,Ministry of Magic Official,Half-blood,Male,,<=50 Galleons,53842,67449.6,18,No
36,Aurors Specialism,Married,Auror,Half-blood,Male,,>50 Galleons,48451,59991.8,42,Yes
34,Aurors Specialism,Married,Auror,Half-blood,Female,50.0,>50 Galleons,56990,72371.0,41,Yes
36,Specialism in a magical field,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,73704,78622.20000000001,26,No
20,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,12.0,<=50 Galleons,88570,99126.0,26,No
27,Aurors Specialism,Never-married,Other,Half-blood,Female,99.0,<=50 Galleons,-43,27309.6,24,Yes
34,Hogwarts Graduate,Never-married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,54232,65184.600000000006,26,No
46,Specialism in a magical field,Married,Potioneer,Half-blood,Male,45.0,>50 Galleons,35694,57979.2,35,No
60,Specialism in a magical field,Married,Potion Ingredients Supplier,Pureblood,Male,40.0,<=50 Galleons,77539,80480.20000000001,16,Yes
39,Dropout,Married,Potioneer,Half-blood,Male,60.0,>50 Galleons,78812,92543.6,38,No
40,Dropout,Never-married,Potion Ingredients Supplier,Half-blood,Female,20.0,<=50 Galleons,52734,67673.20000000001,28,No
41,Aurors Specialism,Married,Ministry of Magic Official,Muggle born,Male,55.0,>50 Galleons,55243,61081.4,40,No
26,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,59665,64295.0,13,No
42,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,42.0,>50 Galleons,26776,43336.8,39,Yes
22,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,32084,44191.2,18,No
19,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,20.0,<=50 Galleons,35177,57967.600000000006,15,No
36,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,41.0,<=50 Galleons,35848,54619.4,28,No
35,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,46050,64864.0,27,Yes
34,Aurors Specialism,Never-married,Auror,Half-blood,Male,,<=50 Galleons,72115,80788.0,18,Yes
46,Specialism in a magical field,Married,Other,Half-blood,Male,,<=50 Galleons,75615,80251.0,23,Yes
33,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,76435,86357.0,25,Yes
44,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Female,38.0,<=50 Galleons,41334,58565.200000000004,16,No
48,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,60.0,<=50 Galleons,59856,63564.8,24,No
39,Aurors Specialism,Divorced,Auror,Pureblood,Female,40.0,<=50 Galleons,20508,43339.4,23,Yes
54,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,43.0,<=50 Galleons,79721,85242.8,18,No
48,Specialism in a magical field,Divorced,Other,Half-blood,Male,60.0,<=50 Galleons,29898,45082.4,14,Yes
33,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,87410,88944.0,24,Yes
31,Specialism in a magical field,Never-married,Other,Half-blood,Male,,<=50 Galleons,18305,34139.0,26,No
17,Hogwarts Graduate,Never-married,Wandlore Assistant,Half-blood,Female,,<=50 Galleons,31690,52827.0,23,No
49,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,50.0,>50 Galleons,27747,49766.600000000006,31,Yes
50,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,40.0,<=50 Galleons,21173,32558.4,23,No
27,Specialism in a magical field,Never-married,Other,Muggle born,Female,40.0,<=50 Galleons,70081,73585.8,27,No
46,Specialism in a magical field,Married,Hogwarts Professor,Pureblood,Male,60.0,>50 Galleons,80196,93829.8,31,Yes
53,Aurors Specialism,Married,Auror,Half-blood,Male,45.0,>50 Galleons,75314,87823.20000000001,37,Yes
37,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Non-binary,40.0,>50 Galleons,86421,96758.8,37,No
64,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Female,40.0,<=50 Galleons,79292,92292.6,19,Yes
26,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,,>50 Galleons,63407,68866.6,31,Yes
41,Hogwarts Graduate,Never-married,Magical Shop Owner,Pureblood,Female,40.0,<=50 Galleons,4589,22627.2,14,Yes
42,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,,>50 Galleons,43263,49648.4,35,No
36,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,<=50 Galleons,7936,21970.8,19,Yes
55,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,92456,101831.8,20,No
21,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,38.0,<=50 Galleons,67880,80011.0,-10000,No
42,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Female,40.0,>50 Galleons,86381,94688.8,40,No
34,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,49871,59019.8,37,Yes
31,Dropout,Married,Magical Shop Owner,Half-blood,Male,,<=50 Galleons,6808,20604.4,21,No
52,Hogwarts Graduate,Never-married,Other,Half-blood,Female,45.0,<=50 Galleons,50224,66370.20000000001,14,No
31,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,31794,46577.2,17,No
18,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Non-binary,40.0,<=50 Galleons,-1753,27780.6,25,No
23,Hogwarts Graduate,Married,Potion Ingredients Supplier,Half-blood,Male,,<=50 Galleons,87641,89771.8,15,No
25,Aurors Specialism,Married,Gringotts Bank,Half-blood,Female,19.0,<=50 Galleons,63853,75934.4,26,Yes
50,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,45.0,>50 Galleons,62136,66912.8,36,Yes
42,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,61806,71560.8,26,No
28,Specialism in a magical field,Married,Other,Half-blood,Male,50.0,>50 Galleons,81626,89346.8,35,Yes
61,Hogwarts Graduate,Never-married,Magical Shop Owner,Pureblood,Female,34.0,<=50 Galleons,60158,74521.4,18,Yes
78,Hogwarts Graduate,Widowed,Other,Half-blood,Male,45.0,>50 Galleons,65043,79250.4,37,No
43,Hogwarts Graduate,Married,Other,Half-blood,Non-binary,40.0,>50 Galleons,54676,69780.8,41,No
58,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Male,35.0,>50 Galleons,62262,70122.6,39,No
41,Hogwarts Graduate,Married,Potioneer,Half-blood,Female,,<=50 Galleons,58865,68731.0,20,No
62,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,35.0,<=50 Galleons,55915,68024.0,24,Yes
69,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,6.0,<=50 Galleons,56720,65676.0,17,No
61,Aurors Specialism,Married,Auror,Half-blood,Male,20.0,<=50 Galleons,92883,100668.40000000001,22,Yes
17,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,12.0,<=50 Galleons,59578,74887.4,17,No
51,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,40.0,>50 Galleons,56204,60483.200000000004,36,No
52,Hogwarts Graduate,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,42602,58516.6,18,No
19,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Pureblood,Male,,<=50 Galleons,74222,74964.6,18,Yes
45,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,57420,75767.0,21,Yes
18,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Female,16.0,<=50 Galleons,9284,30643.2,19,No
38,Specialism in a magical field,Separated,Auror,Half-blood,Female,25.0,<=50 Galleons,47637,64573.6,21,No
34,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,40.0,>50 Galleons,41737,62743.6,35,Yes
53,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,80.0,<=50 Galleons,67494,82159.20000000001,26,Yes
30,Aurors Specialism,Married,Potioneer,Muggle born,Female,,<=50 Galleons,59790,66301.0,19,No
27,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,,>50 Galleons,59403,74450.4,37,Yes
18,Hogwarts Graduate,Never-married,Wandlore Assistant,Half-blood,Non-binary,20.0,<=50 Galleons,41101,53903.8,18,No
63,Hogwarts Graduate,Widowed,Potioneer,Pureblood,Female,35.0,<=50 Galleons,47350,58281.0,19,Yes
37,Specialism in a magical field,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,8153,26936.4,16,No
17,Dropout,Never-married,Hogwarts Professor,Half-blood,Female,20.0,<=50 Galleons,25324,48878.2,24,No
35,Aurors Specialism,Divorced,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,65859,73630.20000000001,25,Yes
29,Specialism in a magical field,Never-married,Potioneer,Half-blood,Female,40.0,<=50 Galleons,38870,47916.0,16,No
42,Charms Scholar,Married,Magical Shop Owner,Muggle born,Male,,>50 Galleons,79032,81226.6,39,No
22,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Pureblood,Female,40.0,<=50 Galleons,45329,52819.200000000004,27,Yes
45,Dropout,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,54417,70183.6,24,No
29,Hogwarts Graduate,Divorced,Other,Pureblood,Female,20.0,<=50 Galleons,73156,86455.8,23,Yes
31,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,55.0,>50 Galleons,80050,82938.0,40,Yes
20,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Male,30.0,<=50 Galleons,60233,74624.4,23,Yes
38,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,,>50 Galleons,91689,102870.2,35,Yes
51,Hogwarts Graduate,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,27792,47670.600000000006,15,No
58,Hogwarts Graduate,Never-married,Ministry of Magic Official,Veiled Heritage,Male,40.0,<=50 Galleons,42637,63719.6,16,No
30,Hogwarts Graduate,Married,Hogwarts Professor,Muggle born,Male,,<=50 Galleons,10829,33240.2,25,No
58,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,-814,17785.8,14,No
34,Specialism in a magical field,Divorced,Wandmaker,Pureblood,Male,40.0,>50 Galleons,36962,55380.600000000006,35,Yes
58,Aurors Specialism,Widowed,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,50002,59952.600000000006,32,Yes
35,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,50.0,<=50 Galleons,24274,44101.2,20,No
44,Aurors Specialism,Married,Magical Librarian,Half-blood,Male,50.0,<=50 Galleons,48409,56361.200000000004,25,Yes
35,Hogwarts Graduate,Separated,Potion Ingredients Supplier,Half-blood,Male,70.0,<=50 Galleons,49390,65779.0,19,No
34,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,61037,75385.6,22,No
24,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,20.0,<=50 Galleons,26498,41944.4,24,No
42,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,40.0,>50 Galleons,86190,94877.0,40,No
39,Aurors Specialism,Never-married,Magical Shop Owner,Half-blood,Female,45.0,<=50 Galleons,89611,88196.8,20,No
39,Dropout,Married,Other,Half-blood,Male,55.0,<=50 Galleons,63636,69532.8,15,No
33,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,15291,27834.800000000003,15,No
42,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,>50 Galleons,32874,45293.2,38,No
47,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,,>50 Galleons,49848,62875.4,45,No
26,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,42698,62642.4,26,Yes
33,Dropout,Married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,79310,92805.0,14,No
38,Hogwarts Graduate,Married,Other,Half-blood,Male,50.0,<=50 Galleons,62443,78297.4,25,No
56,Hogwarts Graduate,Married,Other,Half-blood,Female,15.0,<=50 Galleons,54830,72468.0,25,No
33,Hogwarts Graduate,Separated,Potioneer,Half-blood,Female,35.0,<=50 Galleons,53906,64151.8,23,No
33,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,50.0,>50 Galleons,75713,76645.4,30,Yes
60,Dropout,Divorced,Other,Pureblood,Female,40.0,<=50 Galleons,86555,91816.0,18,Yes
20,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,66214,79805.20000000001,17,No
42,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Female,35.0,>50 Galleons,37306,47129.8,40,Yes
56,Aurors Specialism,Married,Auror,Pureblood,Male,45.0,<=50 Galleons,44369,64748.200000000004,14,Yes
18,Hogwarts Graduate,Never-married,Other,Half-blood,Female,,<=50 Galleons,86168,90724.40000000001,15,No
48,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,,>50 Galleons,62193,70819.4,44,Yes
23,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,46729,61113.200000000004,15,Yes
47,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,73304,85703.20000000001,13,No
30,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,50.0,<=50 Galleons,23160,38097.0,15,No
29,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,55.0,<=50 Galleons,18948,44939.4,15,Yes
40,Specialism in a magical field,Divorced,Magical Transportation,Pureblood,Male,50.0,>50 Galleons,32010,43440.0,44,Yes
39,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Non-binary,40.0,<=50 Galleons,44920,58980.0,23,No
26,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,60.0,<=50 Galleons,65839,74017.20000000001,28,Yes
49,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,>50 Galleons,46027,55497.6,36,Yes
32,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,,<=50 Galleons,61700,66768.0,25,No
18,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,20.0,<=50 Galleons,21630,38387.0,21,No
45,Specialism in a magical field,Divorced,Other,Half-blood,Male,56.0,>50 Galleons,64705,68353.0,32,Yes
40,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,>50 Galleons,39943,47928.4,42,Yes
34,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,45.0,<=50 Galleons,92219,95240.2,15,No
63,Specialism in a magical field,Married,Wandmaker,Half-blood,Female,10.0,>50 Galleons,84234,83848.2,38,Yes
63,Specialism in a magical field,Widowed,Hogwarts Professor,Half-blood,Female,60.0,>50 Galleons,57754,69845.20000000001,41,No
24,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Female,40.0,<=50 Galleons,93000,100757.0,22,No
39,Specialism in a magical field,Married,Magical Shop Owner,Muggle born,Female,40.0,<=50 Galleons,17323,34088.4,23,No
22,Specialism in a magical field,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,79860,86475.0,28,Yes
43,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,79522,79314.6,37,No
25,Hogwarts Graduate,Never-married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,31885,46713.0,23,No
22,Specialism in a magical field,Never-married,Magical Transportation,Pureblood,Male,20.0,<=50 Galleons,69503,76436.4,22,Yes
27,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,60.0,<=50 Galleons,22892,47745.600000000006,21,Yes
42,Aurors Specialism,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,35973,45510.4,13,No
29,Specialism in a magical field,Never-married,Hogwarts Professor,Pureblood,Male,40.0,<=50 Galleons,58239,61711.200000000004,22,Yes
53,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,60.0,<=50 Galleons,71083,76276.4,14,No
57,Dropout,Married,Potioneer,Pureblood,Male,55.0,>50 Galleons,30144,41016.2,44,Yes
28,Hogwarts Graduate,Never-married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,15376,30988.800000000003,14,No
33,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,>50 Galleons,85085,96049.0,30,No
53,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,40.0,>50 Galleons,87784,97612.2,31,Yes
29,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,46938,58948.4,23,Yes
29,Aurors Specialism,Married,Magical Transportation,Half-blood,Male,55.0,>50 Galleons,57583,64702.4,45,Yes
80,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Female,16.0,<=50 Galleons,57656,75641.8,15,No
33,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,63283,70286.4,14,No
32,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,55.0,<=50 Galleons,54224,62550.200000000004,28,No
45,Aurors Specialism,Divorced,Auror,Half-blood,Female,,>50 Galleons,78844,88729.20000000001,44,Yes
30,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,35.0,<=50 Galleons,23709,41330.2,14,No
41,Aurors Specialism,Divorced,Magical Shop Owner,Half-blood,Non-binary,40.0,>50 Galleons,28450,40516.0,43,No
59,Hogwarts Graduate,Divorced,Magical Shop Owner,Pureblood,Male,40.0,<=50 Galleons,73722,81740.6,19,Yes
27,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,-2215,15400.0,28,Yes
19,Dropout,Married,Other,Half-blood,Male,40.0,<=50 Galleons,66862,79135.6,13,No
30,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,50.0,<=50 Galleons,69387,83684.6,23,No
39,Aurors Specialism,Never-married,Other,Half-blood,Male,42.0,<=50 Galleons,69669,82536.20000000001,13,Yes
47,Aurors Specialism,Married,Potioneer,Half-blood,Female,50.0,>50 Galleons,85422,85957.6,39,Yes
31,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,48.0,<=50 Galleons,82478,84658.40000000001,18,No
32,Specialism in a magical field,Divorced,Magical Transportation,Half-blood,Male,48.0,<=50 Galleons,7455,26495.0,20,No
31,Hogwarts Graduate,Married,Magical Shop Owner,Pureblood,Female,40.0,<=50 Galleons,18853,38009.4,25,Yes
30,Hogwarts Graduate,Separated,Wandlore Assistant,Half-blood,Male,28.0,<=50 Galleons,29553,48731.4,27,No
20,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Female,,<=50 Galleons,81529,82387.20000000001,15,No
42,Specialism in a magical field,Divorced,Other,Half-blood,Male,38.0,<=50 Galleons,63520,75358.0,17,Yes
51,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Female,,<=50 Galleons,32684,45712.2,23,No
23,Hogwarts Graduate,Never-married,Wandlore Assistant,Pureblood,Male,16.0,<=50 Galleons,62911,71993.8,24,Yes
50,Aurors Specialism,Married,Potioneer,Half-blood,Male,55.0,>50 Galleons,69669,83739.20000000001,37,Yes
21,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,42.0,<=50 Galleons,4320,21157.0,25,No
53,Aurors Specialism,Divorced,Hogwarts Professor,Veiled Heritage,Male,,<=50 Galleons,13411,39044.8,27,No
39,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Female,25.0,<=50 Galleons,69504,78810.20000000001,24,No
40,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,39363,47388.4,26,Yes
19,Specialism in a magical field,Never-married,Potioneer,Half-blood,Female,80.0,<=50 Galleons,92311,99600.8,21,No
35,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,40.0,>50 Galleons,58555,74315.0,45,No
68,Aurors Specialism,Married,Other,Half-blood,Male,55.0,>50 Galleons,61308,70843.4,40,Yes
23,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,7054,33210.2,17,No
44,Aurors Specialism,Married,Other,Pureblood,Male,,>50 Galleons,82719,92453.2,34,Yes
31,Specialism in a magical field,Separated,Magical Shop Owner,Pureblood,Female,38.0,<=50 Galleons,56794,60958.200000000004,14,Yes
41,Dropout,Separated,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,33919,54506.2,18,No
55,Aurors Specialism,Married,Auror,Half-blood,Male,60.0,<=50 Galleons,37117,44950.600000000006,27,Yes
40,Hogwarts Graduate,Never-married,Other,Pureblood,Female,40.0,<=50 Galleons,10657,31910.6,17,Yes
40,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,53143,64937.4,16,No
48,Specialism in a magical field,Married,Other,Half-blood,Male,45.0,<=50 Galleons,61474,68189.20000000001,18,Yes
26,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,37796,55008.8,27,No
68,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,50.0,<=50 Galleons,13531,37885.8,14,No
31,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,<=50 Galleons,77954,86477.20000000001,15,No
40,Aurors Specialism,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,32731,50013.8,26,No
52,Charms Scholar,Married,Auror,Half-blood,Male,60.0,>50 Galleons,64090,76532.0,37,No
35,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,50.0,<=50 Galleons,19908,40936.4,28,Yes
30,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,-2027,13744.4,26,No
50,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,71908,85150.4,13,No
24,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,54170,66473.0,19,No
23,Specialism in a magical field,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,32565,48218.0,16,No
26,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,77180,78636.0,38,Yes
63,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,35.0,<=50 Galleons,70098,76487.4,25,No
33,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,,>50 Galleons,31841,41583.8,42,No
39,Hogwarts Graduate,Widowed,Magical Transportation,Half-blood,Female,,<=50 Galleons,71881,75027.8,26,No
35,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,50.0,<=50 Galleons,86185,89226.0,13,No
53,Aurors Specialism,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,72808,79628.4,36,Yes
68,Specialism in a magical field,Married,Other,Half-blood,Male,20.0,<=50 Galleons,41922,54556.6,23,Yes
57,Hogwarts Graduate,Married,Ministry of Magic Official,Muggle born,Female,40.0,<=50 Galleons,37968,50596.4,18,No
37,Specialism in a magical field,Divorced,Wandlore Assistant,Half-blood,Male,50.0,<=50 Galleons,44038,57284.4,23,Yes
28,Hogwarts Graduate,Married,Potion Ingredients Supplier,Half-blood,Male,,<=50 Galleons,74381,85610.8,26,No
42,Aurors Specialism,Married,Wandmaker,Half-blood,Male,50.0,>50 Galleons,37522,50239.600000000006,44,Yes
34,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,35910,45789.0,22,No
57,Specialism in a magical field,Married,Gringotts Bank,Muggle born,Male,40.0,<=50 Galleons,11815,29194.0,23,No
49,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Male,56.0,>50 Galleons,46395,62931.0,45,Yes
46,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,50.0,<=50 Galleons,68988,73446.4,27,No
46,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,35.0,<=50 Galleons,8324,30857.2,14,No
28,Specialism in a magical field,Never-married,Other,Half-blood,Female,36.0,<=50 Galleons,54808,65736.4,15,No
35,Hogwarts Graduate,Divorced,Wandlore Assistant,Half-blood,Male,,<=50 Galleons,46159,52534.200000000004,13,Yes
45,Aurors Specialism,Never-married,Wandmaker,Half-blood,Female,60.0,<=50 Galleons,57410,70149.0,26,Yes
17,Dropout,Never-married,Other,Half-blood,Male,20.0,<=50 Galleons,61334,77437.20000000001,23,No
34,Hogwarts Graduate,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,9439,31704.2,26,No
58,Aurors Specialism,Divorced,Gringotts Bank,Half-blood,Male,65.0,>50 Galleons,67302,76472.6,34,Yes
24,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,57621,66281.8,13,Yes
19,Specialism in a magical field,Never-married,Potioneer,Half-blood,Female,25.0,<=50 Galleons,63899,75247.20000000001,19,No
32,Specialism in a magical field,Divorced,Wandmaker,Half-blood,Female,30.0,<=50 Galleons,66109,81405.20000000001,19,No
23,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,30.0,<=50 Galleons,40994,50503.200000000004,28,Yes
50,Specialism in a magical field,Married,Magical Librarian,Half-blood,Male,50.0,<=50 Galleons,13959,31813.2,-10000,No
54,Specialism in a magical field,Married,Potioneer,Half-blood,Male,45.0,<=50 Galleons,74266,76484.8,25,Yes
