,age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan,income_bracket_numeric,number_of_spells_mastered_zscore
2605,32,Hogwarts Graduate,Never-married,Other,Pureblood,Male,38.0,<=50 Galleons,62815,76061.0,28,1,0,0.12106675687822781
2606,50,Aurors Specialism,Divorced,Magical Intelligence Agent,Half-blood,Female,70.0,<=50 Galleons,47025,56103.0,14,1,0,0.10909603439574182
2607,40,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Female,32.0,<=50 Galleons,87416,89930.8,27,0,0,0.12021170527233595
2608,46,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,96318,97557.4,18,0,0,0.11251624081930925
2609,27,Hogwarts Graduate,Married,Gringotts Bank,Veiled Heritage,Male,40.0,<=50 Galleons,77156,86750.8,25,0,0,0.11850160206055224
2610,37,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,55.0,>50 Galleons,69767,79437.6,42,0,1,0.13303747936071378
2611,41,Charms Scholar,Married,Magical Transportation,Half-blood,Male,50.0,>50 Galleons,64281,77464.8,37,0,1,0.1287622213312545
2613,17,Dropout,Never-married,Magical Librarian,Pureblood,Male,6.0,<=50 Galleons,36812,50251.600000000006,17,1,0,0.11166118921341739
2614,30,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,59969,73656.20000000001,23,0,0,0.11679149884876852
2615,31,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,30.0,<=50 Galleons,36142,45093.600000000006,28,0,0,0.12106675687822781
2616,41,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Female,12.0,>50 Galleons,37120,50421.0,38,0,1,0.12961727293714637
2617,30,Specialism in a magical field,Divorced,Magical Intelligence Agent,Half-blood,Female,30.0,<=50 Galleons,2608,21366.4,22,0,0,0.11593644724287668
2618,33,Hogwarts Graduate,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,11766,35439.8,13,0,0,0.10824098278984998
2619,45,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,56.0,>50 Galleons,50739,66455.20000000001,31,1,1,0.12363191169590337
2620,55,Aurors Specialism,Never-married,Goblin Liaison Officer,Half-blood,Female,60.0,<=50 Galleons,71839,87148.20000000001,16,0,0,0.11080613760752554
2621,22,Specialism in a magical field,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,57590,62229.0,13,0,0,0.10824098278984998
2622,40,Aurors Specialism,Divorced,Dark Forces Defense Consultant,Half-blood,Female,50.0,<=50 Galleons,62003,73179.4,19,0,0,0.11337129242520111
2623,34,Dropout,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,86195,86678.0,24,0,0,0.11764655045466038
2624,28,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,56199,74752.20000000001,15,1,0,0.10995108600163368
2625,43,Aurors Specialism,Married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,58896,74950.8,25,1,0,0.11850160206055224
2626,63,Dropout,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,29306,39225.8,22,0,0,0.11593644724287668
2627,25,Specialism in a magical field,Never-married,Other,Half-blood,Female,45.0,<=50 Galleons,13074,33977.2,24,0,0,0.11764655045466038
2628,50,Specialism in a magical field,Married,Other,Half-blood,Male,48.0,<=50 Galleons,-3901,16944.2,24,1,0,0.11764655045466038
2629,21,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,50.0,<=50 Galleons,12240,36543.0,18,0,0,0.11251624081930925
2630,24,Dropout,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,25658,44520.4,19,0,0,0.11337129242520111
2631,31,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,55457,67897.6,23,0,0,0.11679149884876852
2632,27,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,24639,39288.2,19,0,0,0.11337129242520111
2633,28,Dropout,Never-married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,44063,58218.4,16,0,0,0.11080613760752554
2634,39,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,70612,74611.6,15,1,0,0.10995108600163368
2635,69,Hogwarts Graduate,Married,Wandmaker,Half-blood,Male,40.0,<=50 Galleons,69488,83368.4,25,0,0,0.11850160206055224
2636,46,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,47520,60407.0,21,0,0,0.11508139563698482
2637,41,Aurors Specialism,Married,Auror,Half-blood,Non-binary,50.0,>50 Galleons,92126,97993.8,44,1,1,0.1347475825724975
2638,50,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,25.0,>50 Galleons,68124,76263.20000000001,41,1,1,0.13218242775482192
2639,54,Aurors Specialism,Divorced,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,21697,44655.600000000006,17,1,0,0.11166118921341739
2640,49,Specialism in a magical field,Married,Magical Intelligence Agent,Muggle born,Male,40.0,>50 Galleons,78073,87362.4,34,0,1,0.12619706651357893
2641,48,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,90811,90971.8,23,1,0,0.11679149884876852
2642,41,Specialism in a magical field,Married,Magical Librarian,Half-blood,Male,43.0,<=50 Galleons,62329,65038.2,15,1,0,0.10995108600163368
2643,22,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,25.0,<=50 Galleons,54764,61830.2,19,0,0,0.11337129242520111
2644,34,Dropout,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,11360,24947.0,23,0,0,0.11679149884876852
2645,40,Specialism in a magical field,Divorced,Dark Forces Defense Consultant,Half-blood,Female,20.0,<=50 Galleons,22536,42500.8,14,0,0,0.10909603439574182
2646,61,Dropout,Married,Other,Half-blood,Male,50.0,>50 Galleons,47370,55680.0,39,0,1,0.1304723245430382
2647,35,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,>50 Galleons,89421,99655.8,37,0,1,0.1287622213312545
2648,40,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,71954,78698.20000000001,38,0,1,0.12961727293714637
2649,48,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,55.0,>50 Galleons,81657,82000.6,32,0,1,0.12448696330179522
2650,28,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,26.0,<=50 Galleons,47787,63378.6,16,0,0,0.11080613760752554
2651,52,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,42375,49876.0,39,1,1,0.1304723245430382
2652,49,Hogwarts Graduate,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,75372,82473.6,39,0,1,0.1304723245430382
2653,65,Hogwarts Graduate,Widowed,Gringotts Bank,Half-blood,Female,8.0,<=50 Galleons,55968,63105.4,14,0,0,0.10909603439574182
2654,25,Specialism in a magical field,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,45737,65729.6,25,1,0,0.11850160206055224
2655,52,Aurors Specialism,Divorced,Magical Shop Owner,Half-blood,Male,50.0,>50 Galleons,78061,91689.8,39,1,1,0.1304723245430382
2656,28,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,45.0,<=50 Galleons,10021,37686.8,13,0,0,0.10824098278984998
2657,51,Hogwarts Graduate,Married,Magical Librarian,Pureblood,Female,40.0,<=50 Galleons,79203,89958.4,26,1,0,0.11935665366644409
2658,32,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,76015,80148.0,19,0,0,0.11337129242520111
2659,27,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,53.0,<=50 Galleons,74333,82052.4,14,0,0,0.10909603439574182
2660,61,Hogwarts Graduate,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,23785,38875.0,19,0,0,0.11337129242520111
2661,55,Specialism in a magical field,Divorced,Other,Half-blood,Female,38.0,<=50 Galleons,71275,87002.0,15,0,0,0.10995108600163368
2662,34,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,72909,85782.20000000001,15,0,0,0.10995108600163368
2663,40,Specialism in a magical field,Divorced,Potioneer,Half-blood,Male,40.0,>50 Galleons,28023,38302.4,35,1,1,0.12705211811947079
2664,35,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,50.0,<=50 Galleons,60378,75086.4,24,1,0,0.11764655045466038
2665,28,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Veiled Heritage,Male,40.0,<=50 Galleons,42982,50135.6,19,0,0,0.11337129242520111
2666,31,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,69839,78153.20000000001,45,1,1,0.13560263417838933
2667,34,Hogwarts Graduate,Divorced,Ministry of Magic Official,Half-blood,Male,35.0,<=50 Galleons,52779,71909.20000000001,15,0,0,0.10995108600163368
2668,25,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,89971,89859.8,28,0,0,0.12106675687822781
2669,50,Specialism in a magical field,Widowed,Wandmaker,Half-blood,Male,40.0,<=50 Galleons,66552,82352.6,20,1,0,0.11422634403109296
2670,26,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Pureblood,Male,32.0,<=50 Galleons,2244,24443.2,26,1,0,0.11935665366644409
2671,31,Aurors Specialism,Never-married,Wandmaker,Pureblood,Male,40.0,<=50 Galleons,58419,73407.20000000001,15,1,0,0.10995108600163368
2672,30,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,45.0,<=50 Galleons,85558,84678.40000000001,21,0,0,0.11508139563698482
2673,59,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,58006,75227.8,23,1,0,0.11679149884876852
2674,47,Specialism in a magical field,Widowed,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,2856,30877.8,14,0,0,0.10909603439574182
2675,34,Specialism in a magical field,Never-married,Magical Shop Owner,Pureblood,Female,40.0,<=50 Galleons,68895,71472.0,21,1,0,0.11508139563698482
2676,19,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,15.0,<=50 Galleons,83366,95913.8,16,1,0,0.11080613760752554
2677,32,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Female,35.0,<=50 Galleons,36091,50682.8,14,0,0,0.10909603439574182
2678,17,Hogwarts Graduate,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,49367,56189.600000000006,18,0,0,0.11251624081930925
2679,55,Hogwarts Graduate,Divorced,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,90916,89959.8,20,0,0,0.11422634403109296
2680,31,Hogwarts Graduate,Never-married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,32285,46875.0,24,0,0,0.11764655045466038
2681,39,Aurors Specialism,Married,Other,Half-blood,Male,40.0,<=50 Galleons,82864,93342.2,14,1,0,0.10909603439574182
2682,29,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Muggle born,Female,40.0,<=50 Galleons,63145,79021.0,20,0,0,0.11422634403109296
2683,38,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,55.0,>50 Galleons,69893,72276.4,43,0,1,0.13389253096660564
2684,30,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,65.0,<=50 Galleons,23231,46392.8,14,0,0,0.10909603439574182
2685,22,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Muggle born,Male,20.0,<=50 Galleons,7298,34227.4,17,0,0,0.11166118921341739
2686,37,Aurors Specialism,Married,Auror,Half-blood,Female,41.0,<=50 Galleons,74410,79198.0,13,0,0,0.10824098278984998
2687,62,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,36387,44311.600000000006,22,0,0,0.11593644724287668
2688,20,Hogwarts Graduate,Never-married,Other,Half-blood,Female,30.0,<=50 Galleons,25892,44603.600000000006,28,0,0,0.12106675687822781
2689,32,Charms Scholar,Married,Hogwarts Professor,Half-blood,Male,50.0,>50 Galleons,83144,84264.2,45,0,1,0.13560263417838933
2690,47,Aurors Specialism,Never-married,Auror,Half-blood,Male,41.0,<=50 Galleons,72969,78204.20000000001,24,1,0,0.11764655045466038
2691,28,Aurors Specialism,Never-married,Potioneer,Half-blood,Female,38.0,<=50 Galleons,12850,39452.0,18,0,0,0.11251624081930925
2692,53,Hogwarts Graduate,Married,Magical Librarian,Pureblood,Male,40.0,>50 Galleons,75964,89316.20000000001,38,1,1,0.12961727293714637
2693,41,Aurors Specialism,Divorced,Auror,Half-blood,Female,40.0,<=50 Galleons,44821,64222.8,13,0,0,0.10824098278984998
2694,32,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,54014,61546.2,19,1,0,0.11337129242520111
2695,38,Specialism in a magical field,Separated,Hogwarts Professor,Half-blood,Female,58.0,<=50 Galleons,23632,42101.600000000006,21,0,0,0.11508139563698482
2696,27,Specialism in a magical field,Never-married,Other,Half-blood,Female,30.0,<=50 Galleons,95872,100138.6,27,0,0,0.12021170527233595
2697,61,Hogwarts Graduate,Divorced,Potion Ingredients Supplier,Half-blood,Female,36.0,<=50 Galleons,47728,54857.4,25,0,0,0.11850160206055224
2698,30,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,40152,61410.600000000006,31,0,1,0.12363191169590337
2699,48,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,42.0,>50 Galleons,79283,92348.4,36,1,1,0.12790716972536265
2700,30,Aurors Specialism,Never-married,Magical Shop Owner,Half-blood,Male,50.0,<=50 Galleons,86740,98120.0,28,1,0,0.12106675687822781
2701,42,Specialism in a magical field,Married,Potioneer,Veiled Heritage,Male,50.0,>50 Galleons,89406,87737.8,37,0,1,0.1287622213312545
2702,41,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,48570,54617.0,22,0,0,0.11593644724287668
2703,17,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,16.0,<=50 Galleons,32593,41809.4,13,0,0,0.10824098278984998
2704,45,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Female,36.0,<=50 Galleons,33181,46216.8,27,0,0,0.12021170527233595
2706,27,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,43696,62531.8,27,0,0,0.12021170527233595
2707,37,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Male,40.0,>50 Galleons,36962,47848.600000000006,45,1,1,0.13560263417838933
2709,19,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,69056,79669.8,27,0,0,0.12021170527233595
2710,25,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,24.0,<=50 Galleons,11452,32015.6,22,0,0,0.11593644724287668
2711,55,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,>50 Galleons,32188,54756.4,34,1,1,0.12619706651357893
2712,21,Hogwarts Graduate,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,33996,47921.8,21,0,0,0.11508139563698482
2713,20,Specialism in a magical field,Never-married,Auror,Half-blood,Female,40.0,<=50 Galleons,8574,32651.2,13,0,0,0.10824098278984998
2714,33,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,92758,90058.40000000001,38,1,1,0.12961727293714637
2716,29,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,24339,45839.2,27,1,0,0.12021170527233595
2717,44,Aurors Specialism,Never-married,Potioneer,Half-blood,Male,40.0,>50 Galleons,91377,88595.6,44,1,1,0.1347475825724975
2718,48,Dropout,Married,Other,Half-blood,Male,55.0,<=50 Galleons,54629,67326.20000000001,13,0,0,0.10824098278984998
2719,30,Hogwarts Graduate,Never-married,Wandlore Assistant,Pureblood,Male,40.0,<=50 Galleons,52026,57524.8,22,1,0,0.11593644724287668
2720,32,Charms Scholar,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,39400,50396.0,31,0,1,0.12363191169590337
2721,40,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,96086,95617.8,26,1,0,0.11935665366644409
2722,18,Hogwarts Graduate,Married,Other,Half-blood,Non-binary,40.0,<=50 Galleons,27675,50013.0,26,0,0,0.11935665366644409
2723,18,Dropout,Never-married,Goblin Liaison Officer,Pureblood,Male,15.0,<=50 Galleons,67115,70580.0,14,1,0,0.10909603439574182
2724,32,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,80737,87663.6,25,0,0,0.11850160206055224
2725,17,Dropout,Never-married,Magical Shop Owner,Half-blood,Male,20.0,<=50 Galleons,2147,28029.6,23,0,0,0.11679149884876852
2726,40,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,<=50 Galleons,71790,76087.0,14,0,0,0.10909603439574182
2727,17,Dropout,Never-married,Other,Half-blood,Male,4.0,<=50 Galleons,59475,75093.0,15,0,0,0.10995108600163368
2728,59,Aurors Specialism,Never-married,Wandmaker,Half-blood,Male,50.0,<=50 Galleons,8505,34556.0,21,1,0,0.11508139563698482
2729,60,Aurors Specialism,Married,Potioneer,Half-blood,Male,50.0,<=50 Galleons,8355,29857.0,19,1,0,0.11337129242520111
2730,25,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,83718,94176.4,17,1,0,0.11166118921341739
2731,46,Aurors Specialism,Never-married,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,8289,24691.2,22,0,0,0.11593644724287668
2732,31,Aurors Specialism,Married,Other,Muggle born,Male,45.0,>50 Galleons,68756,77062.8,30,0,1,0.12277686009001151
2733,50,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,60989,75867.20000000001,33,0,1,0.12534201490768707
2734,45,Charms Scholar,Married,Wandmaker,Half-blood,Male,60.0,>50 Galleons,59323,63242.4,37,0,1,0.1287622213312545
2735,29,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,51300,59744.0,26,1,0,0.11935665366644409
2736,46,Specialism in a magical field,Divorced,Potion Ingredients Supplier,Half-blood,Male,40.0,>50 Galleons,53088,59852.4,40,1,1,0.13132737614893006
2737,32,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Female,40.0,>50 Galleons,56898,74546.4,39,0,1,0.1304723245430382
2738,56,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,55316,62399.8,15,0,0,0.10995108600163368
2739,51,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,59109,72064.20000000001,18,0,0,0.11251624081930925
2740,73,Hogwarts Graduate,Widowed,Hogwarts Professor,Half-blood,Female,7.0,<=50 Galleons,11066,29079.800000000003,24,0,0,0.11764655045466038
2741,38,Aurors Specialism,Married,Gringotts Bank,Half-blood,Male,25.0,<=50 Galleons,9205,34131.0,28,1,0,0.12106675687822781
2742,24,Specialism in a magical field,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,69788,84855.4,24,1,0,0.11764655045466038
2743,31,Hogwarts Graduate,Never-married,Hogwarts Professor,Veiled Heritage,Female,35.0,<=50 Galleons,217,22924.6,20,0,0,0.11422634403109296
2744,34,Aurors Specialism,Never-married,Auror,Veiled Heritage,Female,40.0,<=50 Galleons,42055,49761.0,15,0,0,0.10995108600163368
2745,24,Hogwarts Graduate,Never-married,Magical Shop Owner,Pureblood,Male,40.0,<=50 Galleons,70452,79853.6,21,1,0,0.11508139563698482
2746,25,Hogwarts Graduate,Divorced,Auror,Half-blood,Female,40.0,<=50 Galleons,22155,34629.0,28,0,0,0.12106675687822781
2747,53,Specialism in a magical field,Married,Other,Muggle born,Male,40.0,<=50 Galleons,12445,30447.0,17,0,0,0.11166118921341739
2748,49,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,42652,51469.6,24,0,0,0.11764655045466038
2749,33,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,>50 Galleons,64351,70782.8,45,1,1,0.13560263417838933
2750,32,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,50.0,<=50 Galleons,24992,40010.600000000006,23,0,0,0.11679149884876852
2751,31,Aurors Specialism,Divorced,Auror,Half-blood,Female,40.0,<=50 Galleons,80006,81888.8,18,0,0,0.11251624081930925
2752,64,Specialism in a magical field,Married,Other,Pureblood,Male,40.0,<=50 Galleons,35342,56864.600000000006,24,1,0,0.11764655045466038
2753,42,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,60.0,<=50 Galleons,74413,85560.4,20,0,0,0.11422634403109296
2754,42,Hogwarts Graduate,Divorced,Potioneer,Half-blood,Male,50.0,>50 Galleons,56359,71540.20000000001,42,1,1,0.13303747936071378
2755,41,Charms Scholar,Married,Auror,Half-blood,Male,60.0,>50 Galleons,40488,61087.4,31,0,1,0.12363191169590337
2756,33,Hogwarts Graduate,Married,Gringotts Bank,Pureblood,Male,40.0,<=50 Galleons,45958,54848.4,18,1,0,0.11251624081930925
2757,25,Hogwarts Graduate,Separated,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,21099,36805.2,23,0,0,0.11679149884876852
2758,24,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,12050,29346.0,19,0,0,0.11337129242520111
2759,31,Charms Scholar,Never-married,Magical Librarian,Half-blood,Male,55.0,<=50 Galleons,7355,23801.0,19,0,0,0.11337129242520111
2760,42,Aurors Specialism,Married,Potioneer,Half-blood,Male,50.0,<=50 Galleons,69943,83680.4,13,1,0,0.10824098278984998
2761,49,Hogwarts Graduate,Separated,Potion Ingredients Supplier,Half-blood,Female,35.0,<=50 Galleons,18063,39063.4,26,0,0,0.11935665366644409
2762,19,Dropout,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,45417,60810.6,24,0,0,0.11764655045466038
2763,23,Aurors Specialism,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,81808,84421.4,15,1,0,0.10995108600163368
2764,41,Aurors Specialism,Married,Auror,Half-blood,Male,70.0,>50 Galleons,46912,67334.6,43,1,1,0.13389253096660564
2765,22,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Female,24.0,<=50 Galleons,11770,28281.0,19,0,0,0.11337129242520111
2766,41,Hogwarts Graduate,Divorced,Magizoologist,Pureblood,Female,40.0,<=50 Galleons,63439,70152.20000000001,14,1,0,0.10909603439574182
2767,44,Aurors Specialism,Married,Auror,Muggle born,Male,40.0,>50 Galleons,43196,56279.8,30,0,1,0.12277686009001151
2768,35,Hogwarts Graduate,Married,Other,Muggle born,Female,40.0,<=50 Galleons,71984,78494.20000000001,18,0,0,0.11251624081930925
2769,43,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Non-binary,39.0,<=50 Galleons,59292,67984.6,15,0,0,0.10995108600163368
2770,27,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,81667,87215.6,22,0,0,0.11593644724287668
2771,53,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,53477,67356.6,31,0,1,0.12363191169590337
2772,40,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,53.0,<=50 Galleons,64665,80043.0,26,1,0,0.11935665366644409
2773,30,Charms Scholar,Married,Magical Shop Owner,Muggle born,Male,40.0,<=50 Galleons,50496,61083.8,19,0,0,0.11337129242520111
2774,27,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,9151,29231.8,18,1,0,0.11251624081930925
2775,21,Dropout,Never-married,Magical Librarian,Veiled Heritage,Male,40.0,<=50 Galleons,81517,84843.6,25,0,0,0.11850160206055224
2776,55,Dropout,Married,Ministry of Magic Official,Half-blood,Non-binary,40.0,<=50 Galleons,49377,62640.600000000006,28,0,0,0.12106675687822781
2777,43,Hogwarts Graduate,Separated,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,24790,36146.0,25,0,0,0.11850160206055224
2778,38,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,34276,47063.8,44,1,1,0.1347475825724975
2779,23,Hogwarts Graduate,Never-married,Magical Transportation,Pureblood,Female,40.0,<=50 Galleons,17310,33013.0,14,1,0,0.10909603439574182
2780,27,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,34918,54100.4,17,1,0,0.11166118921341739
2781,46,Hogwarts Graduate,Separated,Potion Ingredients Supplier,Pureblood,Female,45.0,<=50 Galleons,25406,44457.8,28,1,0,0.12106675687822781
2782,37,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Female,35.0,<=50 Galleons,24631,39066.8,26,0,0,0.11935665366644409
2783,52,Hogwarts Graduate,Married,Potioneer,Half-blood,Non-binary,40.0,<=50 Galleons,18337,32287.6,22,0,0,0.11593644724287668
2784,20,Specialism in a magical field,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,51947,69945.6,26,0,0,0.11935665366644409
2785,55,Specialism in a magical field,Married,Other,Half-blood,Male,6.0,>50 Galleons,94131,92503.8,33,1,1,0.12534201490768707
2786,62,Dropout,Divorced,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,28321,46013.8,14,0,0,0.10909603439574182
2787,20,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,12.0,<=50 Galleons,48697,56079.6,24,0,0,0.11764655045466038
2788,65,Aurors Specialism,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,90007,87469.6,28,1,0,0.12106675687822781
2789,29,Hogwarts Graduate,Divorced,Potioneer,Half-blood,Female,34.0,<=50 Galleons,33338,54349.4,26,0,0,0.11935665366644409
2790,31,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,8758,23814.4,24,0,0,0.11764655045466038
2791,40,Charms Scholar,Married,Wandmaker,Half-blood,Non-binary,40.0,>50 Galleons,54960,72918.0,44,0,1,0.1347475825724975
2792,33,Aurors Specialism,Never-married,Magical Librarian,Half-blood,Non-binary,50.0,<=50 Galleons,79618,85019.4,25,1,0,0.11850160206055224
2793,41,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,40.0,>50 Galleons,86133,98611.4,44,1,1,0.1347475825724975
2794,41,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,>50 Galleons,50128,61588.4,36,0,1,0.12790716972536265
2795,25,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,68992,71043.6,15,0,0,0.10995108600163368
2796,43,Specialism in a magical field,Divorced,Gringotts Bank,Pureblood,Male,50.0,>50 Galleons,58300,70783.0,34,1,1,0.12619706651357893
2797,58,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,52555,68504.0,37,1,1,0.1287622213312545
2798,22,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,68354,71492.20000000001,28,0,0,0.12106675687822781
2799,52,Dropout,Married,Ministry of Magic Official,Half-blood,Male,50.0,<=50 Galleons,16524,28286.2,19,0,0,0.11337129242520111
